Symbol,Rank,MTF,Quality Score,LTP,Stock Name,Sector,Intrinsic,Dividend%,Announced,Executed,Revenue,Net Profit,Recommended,Projected High,Projected Medium,Projected Low,All time high,SMA 200,RSI,Day Volatility,Week Volatility,Month Volatility,Day Trend,Week Trend,Month Trend,Day Support,Week Support,Month Support,Day NWE,Week NWE,Month NWE
INDSWFTLTD,1755.0,1.0,,15.76,IND-SWIFT LIMITED,,-74.27,,,,515 cr,283 cr,none,0.0,0.0,0.0,88.0 => 82.0%,18.41 => -16.83%,43.46,6.48,14.64,25.53,Downtrend,Downtrend,Downtrend,12.0 => 23.86%,14.3 => 9.26%,6.6 => 58.12%,14.05 => 10.84%,10.47 => 33.54%,12.51 => 20.63%
ORIENTLTD,1756.0,1.0,,84.77,ORIENT PRESS LIMITED,Consumer Cyclical,65.47,,,,132 cr,-3 cr,none,0.0,0.0,0.0,449.55 => 81.0%,92.64 => -9.29%,39.86,2.8,8.88,18.42,Downtrend,Downtrend,Downtrend,75.01 => 11.51%,75.01 => 11.51%,54.25 => 36.0%,81.3 => 4.09%,70.49 => 16.84%,20.91 => 75.33%
BLBLIMITED,1757.0,1.0,,15.88,BLB LIMITED,Financial Services,18.42,,,,360 cr,7 cr,none,0.0,0.0,0.0,84.55 => 81.0%,16.4 => -3.26%,55.01,3.87,7.95,16.65,Downtrend,Downtrend,Downtrend,13.1 => 17.51%,13.1 => 17.51%,2.8 => 82.37%,14.78 => 6.92%,7.46 => 53.02%,10.12 => 36.27%
BANARBEADS,1758.0,1.0,,126.58,BANARAS BEADS LTD,Consumer Cyclical,84.15,,,,31 cr,3 cr,none,0.0,0.0,0.0,169.52 => 25.0%,121.72 => 3.84%,73.97,7.41,13.69,14.99,Downtrend,Downtrend,Downtrend,81.7 => 35.46%,81.7 => 35.46%,81.7 => 35.46%,99.94 => 21.04%,94.3 => 25.5%,95.58 => 24.49%
AGRITECH,1759.0,1.0,,139.46,AGRI-TECH (INDIA) LIMITED,Consumer Defensive,,,,,,,none,0.0,0.0,0.0,309.15 => 55.0%,159.37 => -14.27%,47.35,2.73,5.61,19.18,Downtrend,Downtrend,Downtrend,117.5 => 15.75%,117.5 => 15.75%,16.2 => 88.38%,130.96 => 6.09%,111.87 => 19.78%,98.33 => 29.49%
DAMODARIND,1760.0,1.0,,34.92,DAMODAR INDUSTRIES LTD,Consumer Cyclical,61.79,,,,405 cr,9 cr,none,0.0,0.0,0.0,81.4 => 57.0%,36.43 => -4.33%,44.07,5.82,9.62,16.72,Downtrend,Downtrend,Downtrend,28.0 => 19.82%,28.0 => 19.82%,36.55 => -4.67%,33.34 => 4.52%,28.85 => 17.38%,22.1 => 36.73%
SECURKLOUD,1761.0,1.0,,23.76,SECUREKLOUD TECH LIMITED,Technology,7.33,,,,131 cr,-148 cr,none,0.0,0.0,0.0,1029.95 => 98.0%,26.08 => -9.76%,47.15,5.29,10.4,24.56,Downtrend,Downtrend,Downtrend,16.35 => 31.19%,16.35 => 31.19%,30.15 => -26.89%,21.93 => 7.72%,13.19 => 44.48%,-9.56 => 140.22%
BALKRISHNA,1762.0,1.0,,23.71,BALKRISHNA PAPER MILLS L,Consumer Cyclical,-52.4,,,,3 cr,-6 cr,none,0.0,0.0,0.0,86.18 => 72.0%,21.0 => 11.42%,65.82,5.25,10.91,16.26,Downtrend,Downtrend,Downtrend,16.2 => 31.67%,16.2 => 31.67%,16.21 => 31.62%,20.45 => 13.75%,16.77 => 29.27%,15.63 => 34.09%
FMNL,1763.0,1.0,,12.16,FUTURE MKT NETWORKS LTD,Real Estate,17.38,,,,102 cr,-15 cr,none,0.0,0.0,0.0,199.75 => 94.0%,17.18 => -41.31%,38.83,6.66,11.29,29.25,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,3.8 => 68.75%,3.8 => 68.75%,11.03 => 9.33%,8.7 => 28.46%,-0.76 => 106.21%
CELEBRITY,1764.0,1.0,,11.98,CELEBRITY FASHIONS LTD,Consumer Cyclical,3.92,,,,170 cr,-16 cr,none,0.0,0.0,0.0,269.9 => 96.0%,13.08 => -9.15%,40.38,4.63,9.58,26.79,Downtrend,Downtrend,Downtrend,8.36 => 30.22%,8.36 => 30.22%,12.0 => -0.17%,11.2 => 6.47%,9.83 => 17.93%,7.75 => 35.33%
BANG,1765.0,1.0,,52.13,BANG OVERSEAS LTD.,Consumer Cyclical,64.01,,,,195 cr,4 cr,none,0.0,0.0,0.0,308.8 => 83.0%,56.72 => -8.81%,51.14,3.92,5.95,17.02,Downtrend,Downtrend,Downtrend,42.77 => 17.96%,42.77 => 17.96%,33.35 => 36.03%,47.51 => 8.85%,38.86 => 25.45%,37.84 => 27.42%
ASTRON,1766.0,1.0,,15.15,ASTRON PAPER BORD MIL LTD,Basic Materials,19.75,,,,39 cr,-52 cr,none,0.0,0.0,0.0,174.0 => 91.0%,16.34 => -7.83%,46.47,6.13,18.0,28.63,Downtrend,Downtrend,Downtrend,10.11 => 33.27%,10.11 => 33.27%,18.1 => -19.47%,13.04 => 13.9%,8.67 => 42.8%,0.0 => 100.0%
GSS,1767.0,1.0,,26.88,GSS INFOTECH LIMITED,Technology,131.8,,,,120 cr,-3 cr,none,0.0,0.0,0.0,869.0 => 97.0%,40.67 => -51.3%,40.76,2.79,11.21,32.35,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,176.05 => -554.95%,18.5 => 31.18%,24.24 => 9.83%,-0.62 => 102.3%,-36.95 => 237.46%
MALUPAPER,1768.0,1.0,,39.27,MALU PAPER MILLS LIMITED,Basic Materials,-3.35,,,,315 cr,-16 cr,none,0.0,0.0,0.0,74.95 => 48.0%,39.71 => -1.11%,51.06,5.42,9.2,22.38,Downtrend,Downtrend,Downtrend,31.21 => 20.52%,31.21 => 20.52%,25.5 => 35.06%,36.39 => 7.34%,29.78 => 24.16%,29.2 => 25.64%
JAIPURKURT,1769.0,1.0,,37.82,NANDANI CREATION LIMITED,Consumer Cyclical,32.97,,,,80 cr,3 cr,none,0.0,0.0,0.0,117.25 => 68.0%,42.29 => -11.83%,41.6,5.42,8.83,22.9,Downtrend,Downtrend,Downtrend,30.44 => 19.51%,31.91 => 15.63%,30.44 => 19.51%,35.8 => 5.33%,28.49 => 24.68%,0.0 => 100.0%
JISLDVREQS,1770.0,1.0,,33.67,JAIN DVR EQUITY SHARES,Industrials,81.32,,,,5847 cr,34 cr,none,0.0,0.0,0.0,114.9 => 71.0%,32.0 => 4.96%,56.06,5.05,11.74,15.39,Downtrend,Downtrend,Downtrend,27.15 => 19.36%,27.15 => 19.36%,15.25 => 54.71%,30.34 => 9.88%,25.16 => 25.28%,22.28 => 33.82%
LFIC,1771.0,1.0,,215.0,LAKSHMI FIN IND CORP LTD,Financial Services,196.17,,,,6 cr,3 cr,none,0.0,0.0,0.0,372.0 => 42.0%,206.06 => 4.16%,56.04,2.33,7.69,18.73,Downtrend,Downtrend,Downtrend,153.8 => 28.47%,153.8 => 28.47%,32.25 => 85.0%,199.61 => 7.16%,164.77 => 23.36%,167.75 => 21.98%
JETFREIGHT,1772.0,1.0,,13.3,JET FREIGHT LOGISTICS LTD,Industrials,13.32,,,,416 cr,4 cr,none,0.0,0.0,0.0,40.72 => 67.0%,14.14 => -6.32%,43.76,4.7,8.8,19.23,Downtrend,Downtrend,Downtrend,10.44 => 21.5%,10.44 => 21.5%,9.2 => 30.83%,12.47 => 6.25%,10.37 => 22.03%,12.37 => 7.03%
AROGRANITE,1773.0,1.0,,38.71,ARO GRANITE IND. LTD.,Industrials,116.44,,,,113 cr,-7 cr,none,0.0,0.0,0.0,97.9 => 60.0%,39.68 => -2.51%,53.17,10.27,12.24,20.14,Downtrend,Downtrend,Downtrend,41.1 => -6.17%,31.08 => 19.71%,35.0 => 9.58%,35.28 => 8.86%,28.91 => 25.31%,21.3 => 44.96%
LEXUS,1774.0,1.0,,28.71,LEXUS GRANITO (INDIA) LTD,Industrials,2.16,,,,75 cr,-5 cr,none,0.0,0.0,0.0,134.1 => 79.0%,35.17 => -22.49%,43.5,4.15,9.37,18.57,Downtrend,Downtrend,Downtrend,31.55 => -9.89%,31.55 => -9.89%,31.55 => -9.89%,26.44 => 7.89%,23.64 => 17.65%,0.0 => 100.0%
21STCENMGM,1775.0,1.0,,51.98,21ST CENTURY MGMT SERVICE,Financial Services,48.58,,,,8 cr,-10 cr,none,0.0,0.0,0.0,141.4 => 63.0%,69.75 => -34.18%,36.22,3.37,5.54,17.5,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,17.7 => 65.95%,16.5 => 68.26%,48.04 => 7.59%,30.04 => 42.21%,0.0 => 100.0%
PEARLPOLY,1776.0,1.0,,30.86,PEARL POLYMERS LTD,Consumer Cyclical,19.84,,,,22 cr,-4 cr,none,0.0,0.0,0.0,53.7 => 43.0%,31.67 => -2.62%,41.58,2.46,8.2,24.18,Downtrend,Downtrend,Downtrend,24.11 => 21.87%,24.11 => 21.87%,16.35 => 47.02%,28.79 => 6.72%,25.05 => 18.83%,22.8 => 26.12%
AKASH,1777.0,1.0,,30.56,AKASH INFRA-PROJECTS LTD,Industrials,50.59,,,,65 cr,1 cr,none,0.0,0.0,0.0,281.0 => 89.0%,28.94 => 5.31%,58.13,6.69,11.88,15.63,Downtrend,Downtrend,Downtrend,23.0 => 24.74%,23.0 => 24.74%,22.5 => 26.37%,27.83 => 8.93%,21.9 => 28.34%,22.64 => 25.91%
SUPERSPIN,1778.0,1.0,,9.31,SUPER SPINNING MILLS LTD,Consumer Cyclical,10.04,,,,7 cr,-2 cr,none,0.0,0.0,0.0,41.7 => 78.0%,11.11 => -19.32%,47.87,5.22,10.74,21.9,Downtrend,Downtrend,Downtrend,6.5 => 30.18%,6.5 => 30.18%,5.4 => 42.0%,8.47 => 9.0%,7.34 => 21.14%,5.08 => 45.47%
LAXMICOT,1779.0,1.0,,24.37,LAXMI COTSPIN LIMITED,Consumer Cyclical,36.62,,,,174 cr,5 cr,none,0.0,0.0,0.0,42.38 => 42.0%,26.91 => -10.42%,40.49,3.75,8.04,20.57,Downtrend,Downtrend,Downtrend,20.35 => 16.5%,20.35 => 16.5%,17.15 => 29.63%,22.52 => 7.59%,19.68 => 19.24%,0.0 => 100.0%
NGIL,1780.0,1.0,,31.36,NAKODA GROUP OF IND. LTD,Consumer Defensive,19.18,,,,45 cr,-3 cr,none,0.0,0.0,0.0,321.06 => 90.0%,33.88 => -8.02%,48.78,5.25,14.19,16.14,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,36.5 => -16.39%,36.5 => -16.39%,29.78 => 5.05%,20.35 => 35.1%,0.0 => 100.0%
MADHAV,1781.0,1.0,,44.6,MADHAV MARBLE & GRANITE,Industrials,139.68,,,,28 cr,-1 cr,none,0.0,0.0,0.0,136.0 => 67.0%,46.93 => -5.23%,45.08,3.6,9.7,18.46,Downtrend,Downtrend,Downtrend,37.62 => 15.65%,37.62 => 15.65%,37.0 => 17.04%,42.56 => 4.58%,32.85 => 26.36%,29.85 => 33.07%
AKG,1782.0,1.0,,12.43,AKG EXIM LIMITED,Industrials,16.04,,,,121 cr,1 cr,none,0.0,0.0,0.0,49.91 => 75.0%,14.54 => -17.01%,46.62,4.64,7.98,23.81,Downtrend,Downtrend,Downtrend,11.24 => 9.57%,11.24 => 9.57%,9.3 => 25.18%,11.33 => 8.87%,8.89 => 28.46%,0.0 => 100.0%
WILLAMAGOR,1783.0,1.0,,33.53,WILLIAMSON MAGOR,Financial Services,-207.71,,,,3 cr,27 cr,none,0.0,0.0,0.0,146.1 => 77.0%,33.16 => 1.12%,50.6,7.15,11.58,19.07,Downtrend,Downtrend,Downtrend,25.31 => 24.52%,25.31 => 24.52%,11.45 => 65.85%,30.83 => 8.06%,28.12 => 16.14%,13.5 => 59.74%
TGBHOTELS,1784.0,1.0,,12.39,TGB BANQUETS&HOTELS LTD,Consumer Cyclical,25.83,,,,39 cr,2 cr,none,0.0,0.0,0.0,196.0 => 94.0%,11.99 => 3.21%,56.7,6.91,9.25,19.99,Downtrend,Downtrend,Downtrend,9.05 => 26.96%,9.05 => 26.96%,7.7 => 37.85%,11.04 => 10.86%,8.95 => 27.77%,0.59 => 95.27%
LIBAS,1785.0,1.0,,13.06,LIBAS CONSU PRODUCTS LTD,Consumer Cyclical,24.41,,,,91 cr,-1 cr,none,0.0,0.0,0.0,65.85 => 80.0%,13.53 => -3.63%,55.19,7.61,13.31,20.23,Downtrend,Downtrend,Downtrend,10.53 => 19.37%,10.53 => 19.37%,9.85 => 24.58%,11.72 => 10.27%,9.11 => 30.21%,9.73 => 25.46%
TREEHOUSE,1786.0,1.0,,7.93,TREE HOUSE EDU LTD,Consumer Defensive,44.82,,,,6 cr,-17 cr,none,0.0,0.0,0.0,559.0 => 99.0%,11.09 => -39.9%,54.21,5.58,11.96,31.09,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,10.55 => -33.04%,7.35 => 7.31%,7.18 => 9.46%,1.92 => 75.75%,5.12 => 35.4%
RETAIL,1787.0,1.0,,35.7,JHS SVENDGAARD RETAIL V L,Consumer Defensive,26.32,,,,16 cr,0 cr,none,0.0,0.0,0.0,57.0 => 37.0%,37.84 => -6.0%,42.44,8.61,15.84,21.57,Downtrend,Downtrend,Downtrend,31.5 => 11.76%,31.5 => 11.76%,0.0 => 100.0%,33.96 => 4.86%,0.0 => 100.0%,0.0 => 100.0%
CYBERMEDIA,1788.0,1.0,,17.94,CYBER MEDIA (INDIA) LTD.,Communication Services,-10.45,,,,92 cr,-10 cr,none,0.0,0.0,0.0,190.0 => 91.0%,18.4 => -2.58%,49.49,5.45,13.47,20.18,Downtrend,Downtrend,Downtrend,11.66 => 35.01%,11.66 => 35.01%,12.7 => 29.21%,16.74 => 6.71%,9.5 => 47.02%,11.71 => 34.74%
HEADSUP,1789.0,1.0,,11.1,HEADS UP VENTURES LIMITED,Consumer Cyclical,6.96,,,,13 cr,5 cr,none,0.0,0.0,0.0,247.0 => 96.0%,10.75 => 3.11%,58.96,6.5,10.75,15.77,Downtrend,Downtrend,Downtrend,8.66 => 21.98%,8.66 => 21.98%,10.0 => 9.91%,10.05 => 9.42%,7.49 => 32.52%,7.39 => 33.38%
GLOBALE,1790.0,1.0,,13.94,GLOBALE TESSILE LIMITED,Consumer Cyclical,10.36,,,,32 cr,-2 cr,none,0.0,0.0,0.0,87.0 => 84.0%,18.95 => -35.97%,51.77,5.03,12.84,22.61,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,12.81 => 8.09%,0.0 => 100.0%,0.0 => 100.0%
ABGSEC,,1.0,,110.45,BIRLASLAMC - ABGSEC,,,,,,,,none,0.0,0.0,0.0,120.0 => 8.0%,107.8 => 2.4%,58.32,0.52,1.58,2.57,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,108.91 => 1.39%,0.0 => 100.0%,0.0 => 100.0%
ABSLBANETF,,5.0,,56.27,BIRLASLAMC - ABSLBANETF,,,,,,,,,0.0,0.0,0.0,420.0 => 87.0%,54.05 => 3.95%,50.52,1.85,4.59,7.32,Downtrend,Downtrend,Downtrend,48.16 => 14.41%,48.16 => 14.41%,29.0 => 48.46%,54.81 => 2.6%,52.66 => 6.42%,0.0 => 100.0%
ABSLLIQUID,,5.0,,1000.01,BIRLASLAMC - ABSLLIQUID,,,,,,,,,0.0,0.0,0.0,1030.0 => 3.0%,1000.0 => 0.0%,54.29,0.0,0.0,0.0,Downtrend,Downtrend,Downtrend,999.99 => 0.0%,999.99 => 0.0%,990.0 => 1.0%,999.98 => 0.0%,999.98 => 0.0%,0.0 => 100.0%
ABSLNN50ET,,5.0,,71.95,BIRLASLAMC - ABSLNN50ET,,,,,,,,,0.0,0.0,0.0,283.42 => 75.0%,68.37 => 4.97%,57.93,1.72,3.43,7.75,Downtrend,Downtrend,Downtrend,58.37 => 18.87%,58.37 => 18.87%,4.29 => 94.04%,69.44 => 3.49%,61.35 => 14.74%,0.0 => 100.0%
ABSLPSE,,5.0,,10.06,BIRLASLAMC-ABSLPSE,,,,,,,,,0.0,0.0,0.0,11.82 => 15.0%,9.65 => 4.09%,63.5,2.13,3.99,10.21,Downtrend,Downtrend,Downtrend,8.0 => 20.48%,8.0 => 20.48%,0.0 => 100.0%,9.61 => 4.47%,0.0 => 100.0%,0.0 => 100.0%
ALPHA,,5.0,,48.81,KOTAKMAMC - KOTAKALPHA,,,,,,,,,0.0,0.0,0.0,60.91 => 20.0%,48.38 => 0.87%,46.04,1.97,4.36,9.94,Downtrend,Downtrend,Downtrend,39.0 => 20.1%,39.0 => 20.1%,0.0 => 100.0%,47.16 => 3.38%,0.0 => 100.0%,0.0 => 100.0%
ALPHAETF,,5.0,,24.98,MIRAEAMC - ALPHAETF,,,,,,,,,0.0,0.0,0.0,30.2 => 17.0%,24.27 => 2.86%,44.86,1.86,4.67,8.86,Downtrend,Downtrend,Downtrend,19.61 => 21.5%,19.61 => 21.5%,0.0 => 100.0%,24.39 => 2.35%,24.28 => 2.79%,0.0 => 100.0%
ALPL30IETF,,5.0,,27.4,ICICIPRAMC - ICICIALPLV,,,,,,,,,0.0,0.0,0.0,32.67 => 16.0%,27.0 => 1.46%,48.34,1.11,2.78,5.83,Downtrend,Downtrend,Downtrend,24.0 => 12.41%,24.0 => 12.41%,13.74 => 49.85%,26.93 => 1.7%,24.17 => 11.8%,0.0 => 100.0%
AONELIQUID,,5.0,,1026.81,AONEAMC - AONELIQUID,,,,,,,,none,0.0,0.0,0.0,1060.0 => 3.0%,0.0 => 100.0%,100.0,0.0,0.9,5.05,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,1021.77 => 0.49%,0.0 => 100.0%,0.0 => 100.0%
AONENIFTY,,5.0,,10.25,AONEAMC - AONENIFTY,,,,,,,,none,0.0,0.0,0.0,12.0 => 15.0%,0.0 => 100.0%,52.61,1.46,4.6,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
AONETOTAL,,5.0,,11.76,AONEAMC - AONETOTAL,,,,,,,,none,0.0,0.0,0.0,12.41 => 5.0%,0.0 => 100.0%,53.97,2.26,5.02,10.9,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,11.46 => 2.54%,0.0 => 100.0%,0.0 => 100.0%
ARTEMISMED,,1.0,,243.45,ARTEMIS MED SERVICE LTD,,60.88,,,,969 cr,87 cr,hold,300.0,270.0,266.0,350.0 => 30.0%,266.95 => -9.65%,56.32,3.54,5.94,19.24,Downtrend,Downtrend,Downtrend,207.71 => 14.68%,207.71 => 14.68%,0.0 => 100.0%,220.88 => 9.27%,192.74 => 20.83%,0.0 => 100.0%
AUTOBEES,,5.0,,277.52,NIPPONAMC - NETFAUTO,,,,,,,,none,0.0,0.0,0.0,287.31 => 3.0%,238.03 => 14.23%,63.26,1.34,4.88,6.95,Downtrend,Downtrend,Downtrend,197.07 => 28.99%,197.07 => 28.99%,0.0 => 100.0%,265.5 => 4.33%,223.1 => 19.61%,0.0 => 100.0%
AUTOIETF,,5.0,,27.81,ICICIPRAMC - ICICIAUTO,,,,,,,,,0.0,0.0,0.0,28.71 => 3.0%,23.82 => 14.33%,64.91,1.42,4.59,7.35,Downtrend,Downtrend,Downtrend,19.72 => 29.09%,19.72 => 29.09%,0.0 => 100.0%,26.57 => 4.45%,22.31 => 19.78%,0.0 => 100.0%
AXISBNKETF,,5.0,,566.28,AXISAMC - AXISBNKETF,,,,,,,,,0.0,0.0,0.0,589.9 => 4.0%,544.53 => 3.84%,49.87,0.6,1.95,5.73,Downtrend,Downtrend,Downtrend,485.0 => 14.35%,485.0 => 14.35%,320.0 => 43.49%,552.33 => 2.46%,530.4 => 6.34%,0.0 => 100.0%
AXISBPSETF,,5.0,,12.97,AXISAMC - AXISBPSETF,,,,,,,,,0.0,0.0,0.0,14.0 => 7.0%,12.57 => 3.08%,60.06,1.62,2.61,5.19,Downtrend,Downtrend,Downtrend,11.0 => 15.19%,11.0 => 15.19%,9.5 => 26.75%,12.85 => 0.94%,12.57 => 3.1%,0.0 => 100.0%
AXISCETF,,5.0,,126.49,AXISAMC - AXISCETF,,,,,,,,,0.0,0.0,0.0,140.0 => 10.0%,116.7 => 7.74%,53.04,1.33,3.36,6.28,Downtrend,Downtrend,Downtrend,101.0 => 20.15%,101.0 => 20.15%,0.0 => 100.0%,124.15 => 1.85%,111.22 => 12.08%,0.0 => 100.0%
AXISGOLD,,5.0,,95.34,AXIS MF - AXIS GOLD ETF,,,,,,,,,0.0,0.0,0.0,96.5 => 1.0%,77.51 => 18.7%,73.33,1.72,4.87,7.5,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,47.51 => 50.17%,36.1 => 62.14%,88.71 => 6.96%,79.61 => 16.5%,0.0 => 100.0%
AXISHCETF,,5.0,,148.41,AXISAMC - AXISHCETF,,,,,,,,,0.0,0.0,0.0,159.99 => 7.0%,143.37 => 3.39%,49.5,2.0,4.3,7.07,Downtrend,Downtrend,Downtrend,127.43 => 14.14%,127.43 => 14.14%,66.0 => 55.53%,144.6 => 2.57%,134.54 => 9.34%,0.0 => 100.0%
AXISILVER,,5.0,,134.86,AXISAMC - AXISILVER,,,,,,,,,0.0,0.0,0.0,136.27 => 1.0%,102.51 => 23.99%,74.67,1.93,5.07,9.88,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,70.25 => 47.91%,0.0 => 100.0%,121.44 => 9.95%,106.06 => 21.36%,0.0 => 100.0%
AXISNIFTY,,5.0,,275.15,AXISAMC - AXISNIFTY,,,,,,,,,0.0,0.0,0.0,967.86 => 72.0%,263.49 => 4.24%,54.08,1.8,4.62,7.19,Downtrend,Downtrend,Downtrend,236.8 => 13.94%,236.8 => 13.94%,160.03 => 41.84%,268.95 => 2.25%,252.97 => 8.06%,0.0 => 100.0%
AXISTECETF,,5.0,,379.16,AXISAMC - AXISTECETF,,,,,,,,,0.0,0.0,0.0,498.96 => 24.0%,412.85 => -8.89%,42.89,1.88,4.43,8.23,Downtrend,Downtrend,Downtrend,341.0 => 10.06%,341.0 => 10.06%,267.0 => 29.58%,366.33 => 3.38%,332.09 => 12.41%,0.0 => 100.0%
AXISVALUE,,1.0,,29.43,AXISAMC - AXISVALUE,,,,,,,,none,0.0,0.0,0.0,30.21 => 3.0%,0.0 => 100.0%,67.31,2.14,6.37,10.54,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,28.06 => 4.67%,0.0 => 100.0%,0.0 => 100.0%
AXSENSEX,,5.0,,84.09,AXISAMC - AXSENSEX,,,,,,,,,0.0,0.0,0.0,98.0 => 14.0%,81.23 => 3.4%,51.85,0.96,2.22,5.45,Downtrend,Downtrend,Downtrend,66.4 => 21.04%,66.4 => 21.04%,0.0 => 100.0%,82.35 => 2.07%,78.28 => 6.91%,0.0 => 100.0%
BANKBEES,,5.0,,568.32,NIP IND ETF BANK BEES,,,,,,,,,0.0,0.0,0.0,596.0 => 5.0%,546.47 => 3.85%,49.76,0.89,1.97,5.48,Downtrend,Downtrend,Downtrend,490.0 => 13.78%,490.0 => 13.78%,32.73 => 94.24%,554.25 => 2.48%,533.02 => 6.21%,469.61 => 17.37%
BANKBETF,,5.0,,55.9,BFAM - BANKBETF,,,,,,,,,0.0,0.0,0.0,65.0 => 14.0%,53.67 => 3.99%,51.31,1.01,3.05,9.73,Downtrend,Downtrend,Downtrend,47.0 => 15.92%,47.0 => 15.92%,0.0 => 100.0%,54.31 => 2.85%,0.0 => 100.0%,0.0 => 100.0%
BANKETF,,5.0,,559.28,MIRAEAMC - BANKETF,,,,,,,,,0.0,0.0,0.0,582.81 => 4.0%,537.33 => 3.93%,50.62,0.78,2.44,6.64,Downtrend,Downtrend,Downtrend,481.38 => 13.93%,481.38 => 13.93%,0.0 => 100.0%,544.97 => 2.56%,531.17 => 5.03%,0.0 => 100.0%
BANKETFADD,,5.0,,56.22,DSPAMC - DSPBANKETF,,,,,,,,,0.0,0.0,0.0,61.0 => 8.0%,54.05 => 3.86%,49.99,0.88,2.33,7.7,Downtrend,Downtrend,Downtrend,46.5 => 17.29%,46.5 => 17.29%,0.0 => 100.0%,54.81 => 2.51%,51.76 => 7.93%,0.0 => 100.0%
BANKIETF,,5.0,,56.34,ICICIPRAMC - IPRU5008,,,,,,,,,0.0,0.0,0.0,60.79 => 7.0%,54.16 => 3.87%,49.29,1.41,3.52,7.74,Downtrend,Downtrend,Downtrend,47.53 => 15.64%,47.53 => 15.64%,29.85 => 47.02%,55.0 => 2.38%,52.81 => 6.27%,0.0 => 100.0%
BANKNIFTY1,,5.0,,569.31,KOTAKMAMC-KOTAKBKETF,,,,,,,,,0.0,0.0,0.0,651.6 => 13.0%,547.41 => 3.85%,50.43,1.22,2.61,7.79,Downtrend,Downtrend,Downtrend,490.15 => 13.9%,490.15 => 13.9%,0.0 => 100.0%,554.41 => 2.62%,0.0 => 100.0%,0.0 => 100.0%
BANKPSU,,1.0,,74.6,MIRAEAMC - BANKPSU,,,,,,,,none,0.0,0.0,0.0,77.0 => 3.0%,66.34 => 11.07%,73.37,1.64,4.29,8.89,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,55.29 => 25.88%,0.0 => 100.0%,68.34 => 8.4%,0.0 => 100.0%,0.0 => 100.0%
BBETF0432,,5.0,,1288.99,EDELAMC - BBETF0432,,,,,,,,,0.0,0.0,0.0,1325.38 => 3.0%,1255.74 => 2.58%,58.91,0.24,1.09,2.42,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,865.81 => 32.83%,844.0 => 34.52%,1277.26 => 0.91%,1249.82 => 3.04%,0.0 => 100.0%
BBNPNBETF,,1.0,,55.5,BARODABNP - BBNPNBETF,,,,,,,,none,0.0,0.0,0.0,60.6 => 8.0%,53.23 => 4.1%,51.19,4.76,4.71,7.92,Downtrend,Downtrend,Downtrend,47.43 => 14.54%,47.43 => 14.54%,0.0 => 100.0%,54.06 => 2.59%,0.0 => 100.0%,0.0 => 100.0%
BBNPPGOLD,,1.0,,110.95,BARODABNP - BBNPPGOLD,,,,,,,,,0.0,0.0,0.0,123.95 => 10.0%,90.25 => 18.65%,67.81,2.47,6.44,7.59,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,103.31 => 6.88%,0.0 => 100.0%,0.0 => 100.0%
BFSI,,5.0,,27.29,MIRAEAMC - MAFSETF,,,,,,,,,0.0,0.0,0.0,28.7 => 5.0%,25.92 => 5.04%,53.01,2.02,4.36,8.8,Downtrend,Downtrend,Downtrend,21.0 => 23.05%,21.0 => 23.05%,0.0 => 100.0%,26.6 => 2.52%,26.53 => 2.78%,0.0 => 100.0%
BSE500IETF,,5.0,,39.15,ICICIPRAMC - ICICI500,,,,,,,,,0.0,0.0,0.0,47.6 => 18.0%,37.47 => 4.3%,52.85,1.6,4.0,7.44,Downtrend,Downtrend,Downtrend,33.0 => 15.71%,33.0 => 15.71%,0.0 => 100.0%,38.18 => 2.49%,0.0 => 100.0%,0.0 => 100.0%
BSLGOLDETF,,5.0,,100.4,ADITYBIRLA SL GOLD ETF-GR,,,,,,,,,0.0,0.0,0.0,5445.0 => 98.0%,81.58 => 18.74%,73.6,1.94,5.25,7.68,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,42.82 => 57.35%,40.8 => 59.36%,93.41 => 6.96%,83.89 => 16.44%,-1111.42 => 1206.99%
